DPV_timestamp,DPV_Gowning,DPV_Good_In,DPV_Washdown,DPV_Messanin,time,start_date,end_date
01/02/2024 00:00,0.1,0.2,0.1,0.2,01/02/2024 00:00,01/02/2024 00:00,01/02/2024 00:00
01/02/2024 00:15,0.2,0.4,0,0.1,01/02/2024 00:15,01/02/2024 00:15,01/02/2024 00:15
01/02/2024 00:30,0.2,0.2,0.2,0.2,01/02/2024 00:30,01/02/2024 00:30,01/02/2024 00:30
01/02/2024 00:45,0.1,0.2,0.1,0.1,01/02/2024 00:45,01/02/2024 00:45,01/02/2024 00:45
01/02/2024 01:00,0.4,0.2,0.2,0.1,01/02/2024 01:00,01/02/2024 01:00,01/02/2024 01:00
01/02/2024 01:15,0.2,0.2,0.1,0.1,01/02/2024 01:15,01/02/2024 01:15,01/02/2024 01:15
01/02/2024 01:30,0.2,0.5,0.1,0.2,01/02/2024 01:30,01/02/2024 01:30,01/02/2024 01:30
01/02/2024 01:45,0.3,0.2,0.2,0.2,01/02/2024 01:45,01/02/2024 01:45,01/02/2024 01:45
01/02/2024 02:00,0.1,0.3,0.1,0.1,01/02/2024 02:00,01/02/2024 02:00,01/02/2024 02:00
01/02/2024 02:15,0.2,0.2,0.1,0.2,01/02/2024 02:15,01/02/2024 02:15,01/02/2024 02:15
01/02/2024 02:30,0.1,0.3,0.1,0.1,01/02/2024 02:30,01/02/2024 02:30,01/02/2024 02:30
01/02/2024 02:45,0.3,0.2,0.1,0.1,01/02/2024 02:45,01/02/2024 02:45,01/02/2024 02:45
01/02/2024 03:00,0.4,0.1,0.1,0.2,01/02/2024 03:00,01/02/2024 03:00,01/02/2024 03:00
01/02/2024 03:15,0.1,0.3,0,0.2,01/02/2024 03:15,01/02/2024 03:15,01/02/2024 03:15
01/02/2024 03:30,0.1,0.2,0.1,0.1,01/02/2024 03:30,01/02/2024 03:30,01/02/2024 03:30
01/02/2024 03:45,0.2,0.2,0.2,0.2,01/02/2024 03:45,01/02/2024 03:45,01/02/2024 03:45
01/02/2024 04:00,0.2,0.4,0.1,0.1,01/02/2024 04:00,01/02/2024 04:00,01/02/2024 04:00
01/02/2024 04:15,0.1,0.3,0.1,0.4,01/02/2024 04:15,01/02/2024 04:15,01/02/2024 04:15
01/02/2024 04:30,0.2,0.4,0.1,0.1,01/02/2024 04:30,01/02/2024 04:30,01/02/2024 04:30
01/02/2024 04:45,0.1,0.2,0.1,0.1,01/02/2024 04:45,01/02/2024 04:45,01/02/2024 04:45
01/02/2024 05:00,0,0.1,0.1,0.2,01/02/2024 05:00,01/02/2024 05:00,01/02/2024 05:00
01/02/2024 05:15,0.2,0.2,0.1,0.2,01/02/2024 05:15,01/02/2024 05:15,01/02/2024 05:15
01/02/2024 05:30,0.3,0.2,0.1,0.1,01/02/2024 05:30,01/02/2024 05:30,01/02/2024 05:30
01/02/2024 05:45,0.1,0.2,0,0.4,01/02/2024 05:45,01/02/2024 05:45,01/02/2024 05:45
01/02/2024 06:00,0.3,0.1,0,0.2,01/02/2024 06:00,01/02/2024 06:00,01/02/2024 06:00
01/02/2024 06:15,0.2,0.1,0,0.3,01/02/2024 06:15,01/02/2024 06:15,01/02/2024 06:15
01/02/2024 06:30,0.2,0.2,0.1,0.1,01/02/2024 06:30,01/02/2024 06:30,01/02/2024 06:30
01/02/2024 06:45,0.2,0.2,0.2,0.2,01/02/2024 06:45,01/02/2024 06:45,01/02/2024 06:45
01/02/2024 07:00,0.2,0.2,0.1,0.2,01/02/2024 07:00,01/02/2024 07:00,01/02/2024 07:00
01/02/2024 07:15,0.1,0.2,0,0.1,01/02/2024 07:15,01/02/2024 07:15,01/02/2024 07:15
01/02/2024 07:30,0.2,0.2,0.1,0.1,01/02/2024 07:30,01/02/2024 07:30,01/02/2024 07:30
01/02/2024 07:45,9.9,4.5,0,23.5,01/02/2024 07:45,01/02/2024 07:45,01/02/2024 07:45
01/02/2024 08:00,7.9,5.6,0.1,29.7,01/02/2024 08:00,01/02/2024 08:00,01/02/2024 08:00
01/02/2024 08:15,7.9,6.5,0,33.6,01/02/2024 08:15,01/02/2024 08:15,01/02/2024 08:15
01/02/2024 08:30,8.1,6.9,0,34.7,01/02/2024 08:30,01/02/2024 08:30,01/02/2024 08:30
01/02/2024 08:45,11.3,7.1,0.1,35.9,01/02/2024 08:45,01/02/2024 08:45,01/02/2024 08:45
01/02/2024 09:00,8.3,7.6,0,37.4,01/02/2024 09:00,01/02/2024 09:00,01/02/2024 09:00
01/02/2024 09:15,8.2,7,0,36.8,01/02/2024 09:15,01/02/2024 09:15,01/02/2024 09:15
01/02/2024 09:30,8.6,8,0,40.3,01/02/2024 09:30,01/02/2024 09:30,01/02/2024 09:30
01/02/2024 09:45,8.5,7.7,0,39.6,01/02/2024 09:45,01/02/2024 09:45,01/02/2024 09:45
01/02/2024 10:00,8.5,7.2,0,40.4,01/02/2024 10:00,01/02/2024 10:00,01/02/2024 10:00
01/02/2024 10:15,8.5,7.2,0,41.1,01/02/2024 10:15,01/02/2024 10:15,01/02/2024 10:15
01/02/2024 10:30,11.7,6.8,0.1,38.8,01/02/2024 10:30,01/02/2024 10:30,01/02/2024 10:30
01/02/2024 10:45,8.2,7.3,0.1,40,01/02/2024 10:45,01/02/2024 10:45,01/02/2024 10:45
01/02/2024 11:00,8.1,7.3,0.1,40.5,01/02/2024 11:00,01/02/2024 11:00,01/02/2024 11:00
01/02/2024 11:15,11.6,0.1,0.1,37.3,01/02/2024 11:15,01/02/2024 11:15,01/02/2024 11:15
01/02/2024 11:30,8.4,8,0.1,40.3,01/02/2024 11:30,01/02/2024 11:30,01/02/2024 11:30
01/02/2024 11:45,0.5,7.7,0,39.8,01/02/2024 11:45,01/02/2024 11:45,01/02/2024 11:45
01/02/2024 12:00,11.5,7.7,0.1,39.5,01/02/2024 12:00,01/02/2024 12:00,01/02/2024 12:00
01/02/2024 12:15,8.5,8,0.1,40.8,01/02/2024 12:15,01/02/2024 12:15,01/02/2024 12:15
01/02/2024 12:30,8.3,7.9,0.1,40.6,01/02/2024 12:30,01/02/2024 12:30,01/02/2024 12:30
01/02/2024 12:45,8.2,7.7,0,39.9,01/02/2024 12:45,01/02/2024 12:45,01/02/2024 12:45
01/02/2024 13:00,8.4,7.8,0,40.3,01/02/2024 13:00,01/02/2024 13:00,01/02/2024 13:00
01/02/2024 13:15,11.8,7.8,0,39.3,01/02/2024 13:15,01/02/2024 13:15,01/02/2024 13:15
01/02/2024 13:30,8.4,7.8,0.1,40.1,01/02/2024 13:30,01/02/2024 13:30,01/02/2024 13:30
01/02/2024 13:45,8.3,8,0.1,41.8,01/02/2024 13:45,01/02/2024 13:45,01/02/2024 13:45
01/02/2024 14:00,8.4,7.7,0.1,39.7,01/02/2024 14:00,01/02/2024 14:00,01/02/2024 14:00
01/02/2024 14:15,11.8,7.3,0,37.2,01/02/2024 14:15,01/02/2024 14:15,01/02/2024 14:15
01/02/2024 14:30,8.4,7.4,0.1,39.8,01/02/2024 14:30,01/02/2024 14:30,01/02/2024 14:30
01/02/2024 14:45,8.4,6.7,0,40.3,01/02/2024 14:45,01/02/2024 14:45,01/02/2024 14:45
01/02/2024 15:00,8.4,6.9,0,43.2,01/02/2024 15:00,01/02/2024 15:00,01/02/2024 15:00
01/02/2024 15:15,8.3,6.9,0.1,40.4,01/02/2024 15:15,01/02/2024 15:15,01/02/2024 15:15
01/02/2024 15:30,8.1,6.8,0.1,40.5,01/02/2024 15:30,01/02/2024 15:30,01/02/2024 15:30
01/02/2024 15:45,8.4,7.4,0.1,39.9,01/02/2024 15:45,01/02/2024 15:45,01/02/2024 15:45
01/02/2024 16:00,8.4,7.2,0,41.7,01/02/2024 16:00,01/02/2024 16:00,01/02/2024 16:00
01/02/2024 16:15,8.1,7.3,0.1,39.3,01/02/2024 16:15,01/02/2024 16:15,01/02/2024 16:15
01/02/2024 16:30,11.6,7.2,0.1,40.4,01/02/2024 16:30,01/02/2024 16:30,01/02/2024 16:30
01/02/2024 16:45,8.2,7.2,0.1,40.5,01/02/2024 16:45,01/02/2024 16:45,01/02/2024 16:45
01/02/2024 17:00,8.1,7.4,0.1,40.8,01/02/2024 17:00,01/02/2024 17:00,01/02/2024 17:00
01/02/2024 17:15,11.4,7.2,0.1,39,01/02/2024 17:15,01/02/2024 17:15,01/02/2024 17:15
01/02/2024 17:30,11.2,7.2,0.1,39.5,01/02/2024 17:30,01/02/2024 17:30,01/02/2024 17:30
01/02/2024 17:45,11.7,7.2,0,39,01/02/2024 17:45,01/02/2024 17:45,01/02/2024 17:45
01/02/2024 18:00,0.3,0.2,0.1,0.2,01/02/2024 18:00,01/02/2024 18:00,01/02/2024 18:00
01/02/2024 18:15,0.1,0.1,0.1,0.1,01/02/2024 18:15,01/02/2024 18:15,01/02/2024 18:15
01/02/2024 18:30,0.4,0.2,0,0.3,01/02/2024 18:30,01/02/2024 18:30,01/02/2024 18:30
01/02/2024 18:45,0.2,0.2,0.1,0.1,01/02/2024 18:45,01/02/2024 18:45,01/02/2024 18:45
01/02/2024 19:00,0.1,0.3,0.1,0.1,01/02/2024 19:00,01/02/2024 19:00,01/02/2024 19:00
01/02/2024 19:15,0.3,0.2,0.1,0.1,01/02/2024 19:15,01/02/2024 19:15,01/02/2024 19:15
01/02/2024 19:30,0.2,0.2,0,0.4,01/02/2024 19:30,01/02/2024 19:30,01/02/2024 19:30
01/02/2024 19:45,0.1,0.1,0.1,0.1,01/02/2024 19:45,01/02/2024 19:45,01/02/2024 19:45
01/02/2024 20:00,0.2,0.2,0.1,0.2,01/02/2024 20:00,01/02/2024 20:00,01/02/2024 20:00
01/02/2024 20:15,0.3,0.2,0.1,0.1,01/02/2024 20:15,01/02/2024 20:15,01/02/2024 20:15
01/02/2024 20:30,0.1,0.3,0.1,0.1,01/02/2024 20:30,01/02/2024 20:30,01/02/2024 20:30
01/02/2024 20:45,0.4,0.2,0,0.2,01/02/2024 20:45,01/02/2024 20:45,01/02/2024 20:45
01/02/2024 21:00,0.2,0.2,0.1,0.2,01/02/2024 21:00,01/02/2024 21:00,01/02/2024 21:00
01/02/2024 21:15,0.2,0.2,0.1,0.1,01/02/2024 21:15,01/02/2024 21:15,01/02/2024 21:15
01/02/2024 21:30,0.1,0.4,0,0.1,01/02/2024 21:30,01/02/2024 21:30,01/02/2024 21:30
01/02/2024 21:45,0.2,0.2,0.2,0.1,01/02/2024 21:45,01/02/2024 21:45,01/02/2024 21:45
01/02/2024 22:00,0.5,0.2,0,0.2,01/02/2024 22:00,01/02/2024 22:00,01/02/2024 22:00
01/02/2024 22:15,0.2,0.4,0.1,0.1,01/02/2024 22:15,01/02/2024 22:15,01/02/2024 22:15
01/02/2024 22:30,0.1,0.4,0.1,0.3,01/02/2024 22:30,01/02/2024 22:30,01/02/2024 22:30
01/02/2024 22:45,0.3,0.1,0.2,0.2,01/02/2024 22:45,01/02/2024 22:45,01/02/2024 22:45
01/02/2024 23:00,0.1,0.4,0.1,0.1,01/02/2024 23:00,01/02/2024 23:00,01/02/2024 23:00
01/02/2024 23:15,0.1,0.4,0.1,0.3,01/02/2024 23:15,01/02/2024 23:15,01/02/2024 23:15
01/02/2024 23:30,0.4,0.2,0.1,0.1,01/02/2024 23:30,01/02/2024 23:30,01/02/2024 23:30
01/02/2024 23:45,0.4,0.3,0,0.2,01/02/2024 23:45,01/02/2024 23:45,01/02/2024 23:45
02/02/2024 00:00,0.3,0.2,0,0.1,02/02/2024 00:00,02/02/2024 00:00,02/02/2024 00:00
02/02/2024 00:15,0.1,0.2,0.1,0.1,02/02/2024 00:15,02/02/2024 00:15,02/02/2024 00:15
02/02/2024 00:30,0.2,0.2,0.1,0.2,02/02/2024 00:30,02/02/2024 00:30,02/02/2024 00:30
02/02/2024 00:45,0.3,0.2,0.1,0.1,02/02/2024 00:45,02/02/2024 00:45,02/02/2024 00:45
02/02/2024 01:00,0.2,0.2,0.1,0.2,02/02/2024 01:00,02/02/2024 01:00,02/02/2024 01:00
02/02/2024 01:15,0.2,0.3,0.1,0,02/02/2024 01:15,02/02/2024 01:15,02/02/2024 01:15
02/02/2024 01:30,0.2,0.2,0.1,0.1,02/02/2024 01:30,02/02/2024 01:30,02/02/2024 01:30
02/02/2024 01:45,0.1,0.2,0,0.1,02/02/2024 01:45,02/02/2024 01:45,02/02/2024 01:45
02/02/2024 02:00,0.1,0.3,0,0.1,02/02/2024 02:00,02/02/2024 02:00,02/02/2024 02:00
02/02/2024 02:15,0.1,0.3,0.1,0.4,02/02/2024 02:15,02/02/2024 02:15,02/02/2024 02:15
02/02/2024 02:30,0.2,0.3,0.1,0.1,02/02/2024 02:30,02/02/2024 02:30,02/02/2024 02:30
02/02/2024 02:45,0.2,0.2,0.1,0.1,02/02/2024 02:45,02/02/2024 02:45,02/02/2024 02:45
02/02/2024 03:00,0.1,0.2,0.2,0.1,02/02/2024 03:00,02/02/2024 03:00,02/02/2024 03:00
02/02/2024 03:15,0.4,0.2,0.1,0.2,02/02/2024 03:15,02/02/2024 03:15,02/02/2024 03:15
02/02/2024 03:30,0.3,0.1,0.1,0.4,02/02/2024 03:30,02/02/2024 03:30,02/02/2024 03:30
02/02/2024 03:45,0.2,0.2,0.1,0.2,02/02/2024 03:45,02/02/2024 03:45,02/02/2024 03:45
02/02/2024 04:00,0.2,0.2,0,0.3,02/02/2024 04:00,02/02/2024 04:00,02/02/2024 04:00
02/02/2024 04:15,0.1,0.2,0.1,0.1,02/02/2024 04:15,02/02/2024 04:15,02/02/2024 04:15
02/02/2024 04:30,0.4,0.2,0,0.3,02/02/2024 04:30,02/02/2024 04:30,02/02/2024 04:30
02/02/2024 04:45,0,0.1,0.1,0.2,02/02/2024 04:45,02/02/2024 04:45,02/02/2024 04:45
02/02/2024 05:00,0.1,0.2,0.2,0.2,02/02/2024 05:00,02/02/2024 05:00,02/02/2024 05:00
02/02/2024 05:15,0.1,0.2,0.1,0.1,02/02/2024 05:15,02/02/2024 05:15,02/02/2024 05:15
02/02/2024 05:30,0.1,0.3,0.1,0.3,02/02/2024 05:30,02/02/2024 05:30,02/02/2024 05:30
02/02/2024 05:45,0.3,0.2,0.1,0.1,02/02/2024 05:45,02/02/2024 05:45,02/02/2024 05:45
02/02/2024 06:00,0.2,0.3,0.1,0.1,02/02/2024 06:00,02/02/2024 06:00,02/02/2024 06:00
02/02/2024 06:15,0.1,0.4,0.1,0.4,02/02/2024 06:15,02/02/2024 06:15,02/02/2024 06:15
02/02/2024 06:30,0.1,0.2,0,0.2,02/02/2024 06:30,02/02/2024 06:30,02/02/2024 06:30
02/02/2024 06:45,9.4,4.6,0.1,22.8,02/02/2024 06:45,02/02/2024 06:45,02/02/2024 06:45
02/02/2024 07:00,10,5.5,0,28.6,02/02/2024 07:00,02/02/2024 07:00,02/02/2024 07:00
02/02/2024 07:15,10.4,6.1,0,31.9,02/02/2024 07:15,02/02/2024 07:15,02/02/2024 07:15
02/02/2024 07:30,10.6,6.5,0.1,33.8,02/02/2024 07:30,02/02/2024 07:30,02/02/2024 07:30
02/02/2024 07:45,11,7.1,0,36.8,02/02/2024 07:45,02/02/2024 07:45,02/02/2024 07:45
02/02/2024 08:00,8.6,7.4,0.1,39.2,02/02/2024 08:00,02/02/2024 08:00,02/02/2024 08:00
02/02/2024 08:15,8.6,7.2,0.2,38.4,02/02/2024 08:15,02/02/2024 08:15,02/02/2024 08:15
02/02/2024 08:30,8.7,29,0,30.4,02/02/2024 08:30,02/02/2024 08:30,02/02/2024 08:30
02/02/2024 08:45,8.6,7.3,0,40.5,02/02/2024 08:45,02/02/2024 08:45,02/02/2024 08:45
02/02/2024 09:00,8.6,7.4,0.1,39.8,02/02/2024 09:00,02/02/2024 09:00,02/02/2024 09:00
02/02/2024 09:15,8.5,7.3,0.1,39.3,02/02/2024 09:15,02/02/2024 09:15,02/02/2024 09:15
02/02/2024 09:30,8.5,7.5,0,40.6,02/02/2024 09:30,02/02/2024 09:30,02/02/2024 09:30
02/02/2024 09:45,8.9,7.5,0,41.6,02/02/2024 09:45,02/02/2024 09:45,02/02/2024 09:45
02/02/2024 10:00,8.7,7.8,0.1,41.7,02/02/2024 10:00,02/02/2024 10:00,02/02/2024 10:00
02/02/2024 10:15,8.6,8.1,0,40.2,02/02/2024 10:15,02/02/2024 10:15,02/02/2024 10:15
02/02/2024 10:30,12,7.5,0.1,38.7,02/02/2024 10:30,02/02/2024 10:30,02/02/2024 10:30
02/02/2024 10:45,9,32.8,0.1,35.2,02/02/2024 10:45,02/02/2024 10:45,02/02/2024 10:45
02/02/2024 11:00,8.9,8.2,0.1,40.8,02/02/2024 11:00,02/02/2024 11:00,02/02/2024 11:00
02/02/2024 11:15,8.8,8.1,0,40.1,02/02/2024 11:15,02/02/2024 11:15,02/02/2024 11:15
02/02/2024 11:30,8.6,8.1,0,41.7,02/02/2024 11:30,02/02/2024 11:30,02/02/2024 11:30
02/02/2024 11:45,8.9,7.8,0,41.1,02/02/2024 11:45,02/02/2024 11:45,02/02/2024 11:45
02/02/2024 12:00,8.6,8.5,0.1,40.1,02/02/2024 12:00,02/02/2024 12:00,02/02/2024 12:00
02/02/2024 12:15,12.1,7.5,0.1,39.3,02/02/2024 12:15,02/02/2024 12:15,02/02/2024 12:15
02/02/2024 12:30,8.9,7.6,0.1,40.6,02/02/2024 12:30,02/02/2024 12:30,02/02/2024 12:30
02/02/2024 12:45,8.7,7.6,0,39.8,02/02/2024 12:45,02/02/2024 12:45,02/02/2024 12:45
02/02/2024 13:00,8.8,7.6,0.2,40.3,02/02/2024 13:00,02/02/2024 13:00,02/02/2024 13:00
02/02/2024 13:15,8.7,7.4,0,40,02/02/2024 13:15,02/02/2024 13:15,02/02/2024 13:15
02/02/2024 13:30,9,7.3,0,39.5,02/02/2024 13:30,02/02/2024 13:30,02/02/2024 13:30
02/02/2024 13:45,8.7,7.4,0,40.4,02/02/2024 13:45,02/02/2024 13:45,02/02/2024 13:45
02/02/2024 14:00,8.7,7.4,0,40.3,02/02/2024 14:00,02/02/2024 14:00,02/02/2024 14:00
02/02/2024 14:15,11.8,7.3,0.1,38.3,02/02/2024 14:15,02/02/2024 14:15,02/02/2024 14:15
02/02/2024 14:30,11.9,7.4,0.1,39.2,02/02/2024 14:30,02/02/2024 14:30,02/02/2024 14:30
02/02/2024 14:45,8.7,6.4,0,43.8,02/02/2024 14:45,02/02/2024 14:45,02/02/2024 14:45
02/02/2024 15:00,8.8,7.2,0.2,39.5,02/02/2024 15:00,02/02/2024 15:00,02/02/2024 15:00
02/02/2024 15:15,11.3,6.6,0,37.6,02/02/2024 15:15,02/02/2024 15:15,02/02/2024 15:15
02/02/2024 15:30,8.4,7,0,39.4,02/02/2024 15:30,02/02/2024 15:30,02/02/2024 15:30
02/02/2024 15:45,8.2,7.2,0,39,02/02/2024 15:45,02/02/2024 15:45,02/02/2024 15:45
02/02/2024 16:00,0.5,0.2,0.1,0.2,02/02/2024 16:00,02/02/2024 16:00,02/02/2024 16:00
02/02/2024 16:15,0.3,0.2,0.1,0.4,02/02/2024 16:15,02/02/2024 16:15,02/02/2024 16:15
02/02/2024 16:30,0.1,0.3,0.1,0.1,02/02/2024 16:30,02/02/2024 16:30,02/02/2024 16:30
02/02/2024 16:45,0.3,0.2,0.2,0.2,02/02/2024 16:45,02/02/2024 16:45,02/02/2024 16:45
02/02/2024 17:00,0.3,0.2,0.1,0.2,02/02/2024 17:00,02/02/2024 17:00,02/02/2024 17:00
02/02/2024 17:15,0.3,0.2,0.1,0.1,02/02/2024 17:15,02/02/2024 17:15,02/02/2024 17:15
02/02/2024 17:30,0.1,0.2,0,0.1,02/02/2024 17:30,02/02/2024 17:30,02/02/2024 17:30
02/02/2024 17:45,0.1,0.3,0,0.2,02/02/2024 17:45,02/02/2024 17:45,02/02/2024 17:45
02/02/2024 18:00,0.4,0.2,0.1,0.2,02/02/2024 18:00,02/02/2024 18:00,02/02/2024 18:00
02/02/2024 18:15,0.2,0.2,0.1,0.2,02/02/2024 18:15,02/02/2024 18:15,02/02/2024 18:15
02/02/2024 18:30,0.1,0.2,0.1,0.2,02/02/2024 18:30,02/02/2024 18:30,02/02/2024 18:30
02/02/2024 18:45,0.1,0.3,0.1,0.1,02/02/2024 18:45,02/02/2024 18:45,02/02/2024 18:45
02/02/2024 19:00,0.2,0.2,0.1,0.1,02/02/2024 19:00,02/02/2024 19:00,02/02/2024 19:00
02/02/2024 19:15,0.1,0.3,0.1,0.1,02/02/2024 19:15,02/02/2024 19:15,02/02/2024 19:15
02/02/2024 19:30,0.2,0.4,0,0.1,02/02/2024 19:30,02/02/2024 19:30,02/02/2024 19:30
02/02/2024 19:45,0.2,0.2,0.1,0.1,02/02/2024 19:45,02/02/2024 19:45,02/02/2024 19:45
02/02/2024 20:00,0.2,0.4,0.1,0.1,02/02/2024 20:00,02/02/2024 20:00,02/02/2024 20:00
02/02/2024 20:15,0.4,0.2,0.2,0.2,02/02/2024 20:15,02/02/2024 20:15,02/02/2024 20:15
02/02/2024 20:30,0.3,0.2,0.1,0,02/02/2024 20:30,02/02/2024 20:30,02/02/2024 20:30
02/02/2024 20:45,0.1,0.3,0,0.1,02/02/2024 20:45,02/02/2024 20:45,02/02/2024 20:45
02/02/2024 21:00,0.1,0.1,0.2,0.6,02/02/2024 21:00,02/02/2024 21:00,02/02/2024 21:00
02/02/2024 21:15,0.4,0.2,0.2,0.2,02/02/2024 21:15,02/02/2024 21:15,02/02/2024 21:15
02/02/2024 21:30,0.1,0.2,0,0.2,02/02/2024 21:30,02/02/2024 21:30,02/02/2024 21:30
02/02/2024 21:45,0.2,0.4,0,0.1,02/02/2024 21:45,02/02/2024 21:45,02/02/2024 21:45
02/02/2024 22:00,0.3,0.2,0.1,0.1,02/02/2024 22:00,02/02/2024 22:00,02/02/2024 22:00
02/02/2024 22:15,0.1,0.2,0,0.1,02/02/2024 22:15,02/02/2024 22:15,02/02/2024 22:15
02/02/2024 22:30,0.2,0.2,0.1,0.1,02/02/2024 22:30,02/02/2024 22:30,02/02/2024 22:30
02/02/2024 22:45,0.1,0.2,0.1,0.1,02/02/2024 22:45,02/02/2024 22:45,02/02/2024 22:45
02/02/2024 23:00,0.1,0.2,0,0.4,02/02/2024 23:00,02/02/2024 23:00,02/02/2024 23:00
02/02/2024 23:15,0.1,0.2,0.1,0.1,02/02/2024 23:15,02/02/2024 23:15,02/02/2024 23:15
02/02/2024 23:30,0.1,0.2,0.1,0.1,02/02/2024 23:30,02/02/2024 23:30,02/02/2024 23:30
02/02/2024 23:45,0.2,0.2,0.1,0.2,02/02/2024 23:45,02/02/2024 23:45,02/02/2024 23:45
03/02/2024 00:00,0.3,0.2,0.1,0.1,03/02/2024 00:00,03/02/2024 00:00,03/02/2024 00:00
03/02/2024 00:15,0.1,0.2,0,0.2,03/02/2024 00:15,03/02/2024 00:15,03/02/2024 00:15
03/02/2024 00:30,0.2,0.2,0.1,0.1,03/02/2024 00:30,03/02/2024 00:30,03/02/2024 00:30
03/02/2024 00:45,0.4,0.2,0.1,0.2,03/02/2024 00:45,03/02/2024 00:45,03/02/2024 00:45
03/02/2024 01:00,0.2,0.2,0.1,0.2,03/02/2024 01:00,03/02/2024 01:00,03/02/2024 01:00
03/02/2024 01:15,0.1,0.2,0.1,0.1,03/02/2024 01:15,03/02/2024 01:15,03/02/2024 01:15
03/02/2024 01:30,0.1,0.3,0.1,0.2,03/02/2024 01:30,03/02/2024 01:30,03/02/2024 01:30
03/02/2024 01:45,0.3,0.1,0.1,0.3,03/02/2024 01:45,03/02/2024 01:45,03/02/2024 01:45
03/02/2024 02:00,0.1,0.3,0.1,0,03/02/2024 02:00,03/02/2024 02:00,03/02/2024 02:00
03/02/2024 02:15,0.2,0.5,0.1,0.2,03/02/2024 02:15,03/02/2024 02:15,03/02/2024 02:15
03/02/2024 02:30,0.1,0.2,0.1,0.3,03/02/2024 02:30,03/02/2024 02:30,03/02/2024 02:30
03/02/2024 02:45,0.2,0.3,0.1,0.1,03/02/2024 02:45,03/02/2024 02:45,03/02/2024 02:45
03/02/2024 03:00,0.1,0.2,0.1,0.4,03/02/2024 03:00,03/02/2024 03:00,03/02/2024 03:00
03/02/2024 03:15,0.1,0.3,0,0.1,03/02/2024 03:15,03/02/2024 03:15,03/02/2024 03:15
03/02/2024 03:30,0.2,0.5,0.1,0.1,03/02/2024 03:30,03/02/2024 03:30,03/02/2024 03:30
03/02/2024 03:45,0.2,0.2,0.1,0.1,03/02/2024 03:45,03/02/2024 03:45,03/02/2024 03:45
03/02/2024 04:00,0.2,0.2,0.1,0.2,03/02/2024 04:00,03/02/2024 04:00,03/02/2024 04:00
03/02/2024 04:15,0.2,0.2,0.1,0.2,03/02/2024 04:15,03/02/2024 04:15,03/02/2024 04:15
03/02/2024 04:30,0.1,0.3,0.1,0.2,03/02/2024 04:30,03/02/2024 04:30,03/02/2024 04:30
03/02/2024 04:45,0.1,0.4,0.1,0.1,03/02/2024 04:45,03/02/2024 04:45,03/02/2024 04:45
03/02/2024 05:00,0.3,0.2,0.1,0.5,03/02/2024 05:00,03/02/2024 05:00,03/02/2024 05:00
03/02/2024 05:15,0.1,0.5,0.1,0.1,03/02/2024 05:15,03/02/2024 05:15,03/02/2024 05:15
03/02/2024 05:30,0.2,0.3,0.1,0.1,03/02/2024 05:30,03/02/2024 05:30,03/02/2024 05:30
03/02/2024 05:45,0.3,0.2,0,0.3,03/02/2024 05:45,03/02/2024 05:45,03/02/2024 05:45
03/02/2024 06:00,0.4,0.2,0.1,0.2,03/02/2024 06:00,03/02/2024 06:00,03/02/2024 06:00
03/02/2024 06:15,0.1,0.3,0.1,0.2,03/02/2024 06:15,03/02/2024 06:15,03/02/2024 06:15
03/02/2024 06:30,0.1,0.2,0,0.2,03/02/2024 06:30,03/02/2024 06:30,03/02/2024 06:30
03/02/2024 06:45,0.1,0.2,0.1,0.4,03/02/2024 06:45,03/02/2024 06:45,03/02/2024 06:45
03/02/2024 07:00,0.3,0.2,0.2,0.2,03/02/2024 07:00,03/02/2024 07:00,03/02/2024 07:00
03/02/2024 07:15,0.1,0.2,0.1,0.4,03/02/2024 07:15,03/02/2024 07:15,03/02/2024 07:15
03/02/2024 07:30,0.4,0.2,0.1,0.2,03/02/2024 07:30,03/02/2024 07:30,03/02/2024 07:30
03/02/2024 07:45,0.1,0.2,0,0.4,03/02/2024 07:45,03/02/2024 07:45,03/02/2024 07:45
03/02/2024 08:00,0.2,0.4,0.1,0.2,03/02/2024 08:00,03/02/2024 08:00,03/02/2024 08:00
03/02/2024 08:15,0.4,0.2,0.1,0.2,03/02/2024 08:15,03/02/2024 08:15,03/02/2024 08:15
03/02/2024 08:30,0.1,0.2,0,0.1,03/02/2024 08:30,03/02/2024 08:30,03/02/2024 08:30
03/02/2024 08:45,0.1,0.2,0.1,0.1,03/02/2024 08:45,03/02/2024 08:45,03/02/2024 08:45
03/02/2024 09:00,0.2,0.4,0,0.1,03/02/2024 09:00,03/02/2024 09:00,03/02/2024 09:00
03/02/2024 09:15,0.3,0.2,0.1,0.1,03/02/2024 09:15,03/02/2024 09:15,03/02/2024 09:15
03/02/2024 09:30,0.4,0.2,0,0.2,03/02/2024 09:30,03/02/2024 09:30,03/02/2024 09:30
03/02/2024 09:45,0.2,0.5,0.1,0,03/02/2024 09:45,03/02/2024 09:45,03/02/2024 09:45
03/02/2024 10:00,0.3,0.1,0,0.3,03/02/2024 10:00,03/02/2024 10:00,03/02/2024 10:00
03/02/2024 10:15,0.2,0.1,0.1,0.4,03/02/2024 10:15,03/02/2024 10:15,03/02/2024 10:15
03/02/2024 10:30,0.3,0.2,0.1,0.1,03/02/2024 10:30,03/02/2024 10:30,03/02/2024 10:30
